title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
item_p0001,p0001,6,It seems an image of human tenderness that Sudan is lovingly guarded by armed men who stand vigilantly and caringly with him.,ignore,[''],6,0.1707317073170731,2,41,It seems to offer a picture of human tenderness. Sudan is guarded by armed men who stand sadly with him.,2
item_p0001,p0001,7,"But, of course, it is an image of brutality.",ignore,[''],7,0.1951219512195122,2,41,"However, it is also a symbol of brutality.",1
item_p0001,p0001,8,"Even at this last desperate stage in the fate of the northern white rhino, Sudan is under threat from poachers who kill rhinos and hack off their horns to sell them on the Asian medicine market Ð despite the fact that he has had his horn cut off to deter them.",ignore,[''],8,0.2195121951219512,2,41,"Sudan is in the middle of the desperate effort to save the northern white rhino. However, the country is still threatened by poachers. The hunters kill rhinos to get their horns.",2
item_p0001,p0001,9,Sudan doesnÕt know how precious he is.,ignore,[''],9,0.2439024390243902,2,41,Sudan doesn't yet know how precious he is.,0
item_p0001,p0001,10,His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.,ignore,[''],10,0.2682926829268293,2,41,His eye is a sad black dot in his huge wrinkled face as he travels through the park with his guards.,1
item_p0001,p0001,11,His head is a marvellous thing.,ignore,[''],11,0.2926829268292683,2,41,His head is a wonderful thing.,1
item_p0001,p0001,12,"It is a majestic rectangle of strong bone and leathery esh, a head that expresses pure strength.",ignore,[''],12,0.3170731707317073,2,41,"It is a majestic rectangle of strong bones and leathery esh, a head that expresses pure strength.",1
item_p0001,p0001,13,"How terrible that such a mighty head can, in reality, be so vulnerable.",ignore,[''],13,0.3414634146341463,2,41,How terrible that such a mighty head can be in such danger.,1
item_p0001,p0001,14,"It is lowered melancholically beneath the sinister sky, as if weighed down by fate.",ignore,[''],14,0.3658536585365853,2,41,"It is lowered down below the sinister sky, as if weighed down by fate.",1
item_p0001,p0001,15,"This is the noble head of an old warrior, his armour battered, his appetite for struggle fading.",ignore,[''],15,0.3902439024390244,2,41,"He is the strong head of an old warrior, and his appetite for struggle is growing.",1
item_p0001,p0001,16,"Under his immense looming shoulder, his legs protrude like squat columns from the tough tank of his body.",ignore,[''],16,0.4146341463414634,2,41,,3
item_p0001,p0001,17,The way his foreleg emerges from his thick coat of skin reminds us how long human beings have been wondering at the natural spectacle that is the rhino.,ignore,[''],17,0.4390243902439024,2,41,The way he comes out of his thick coat of skin is a reminder of how humans have been wondering about the natural beauty of the rhino.,1
item_p0001,p0001,18,For Sudan does not look so different from the rhinoceros that Albrecht Durer portrayed in 1515.,ignore,[''],18,0.4634146341463415,2,41,The rhinoceros in Sudan looks very different from the one painted in 1515.,1
item_p0001,p0001,19,They have the same little legs stuck out of a majestic body and they even lower their heads in the same contemplative way.,ignore,[''],19,0.4878048780487805,2,41,They have the same little legs stuck out of a majestic body.,1
item_p0001,p0001,20,Durer was a Renaissance artist picturing an exotic beast from the exotic lands that Europe was starting to see more and more of.,ignore,[''],20,0.5121951219512195,2,41,Duellar was an artist who imagined an exotic animal from the exotic lands that Europe was starting to see more and more of.,1
item_p0001,p0001,21,"In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal: he in turn sent it to the Pope but, on the way, it died in a shipwreck.",ignore,[''],21,0.5365853658536586,2,41,"In 1515, a live Indian rhinoceros was sent to India. The king of Portugal sent the animal to the Pope, but it died in a shipwreck.",2
item_p0001,p0001,22,Human beings  we always kill the things we love.,ignore,[''],22,0.5609756097560976,2,41,Human beings must kill the things we love.,0
item_p0001,p0001,23,We have been doing so since the Ice Age.,ignore,[''],23,0.5853658536585366,2,41,We have been doing so since the Ice Age.,0
item_p0001,p0001,24,"There are beautiful pictures of European woolly rhinos in caves in France that were painted up to 30,000 years ago.",ignore,[''],24,0.6097560975609756,2,41,"There are beautiful pictures of European woolly rhinos in caves that were painted up to 30,000 years ago.",1
item_p0001,p0001,25,"These ancient relatives of Sudan share his heroic bulk, mighty power and paradoxical air of gentleness.",ignore,[''],25,0.6341463414634146,2,41,They share his powerful power andleness.,1
item_p0001,p0001,26,"A woolly rhino in Chauvet Cave seems agile and young, a creature full of life.",ignore,[''],26,0.6585365853658537,2,41,A woolly rhino in Chauvet Cave is playful and young.,1
item_p0001,p0001,27,But the same people who painted such sensitive portraits of Ice Age rhinos helped to kill them off.,ignore,[''],27,0.6829268292682927,2,41,But the same people who painted pictures of Ice Age rhinos helped to kill them off.,1
item_p0001,p0001,28,"As climate turned against the woolly megafauna with the end of the last Ice Age, human spears probably delivered the coup de grace.",ignore,[''],28,0.7073170731707317,2,41,,3
item_p0001,p0001,29,"Today, immense love is invested in rhinos, yet they are being slaughtered in ever greater numbers.",ignore,[''],29,0.7317073170731707,2,41,"Today, much love is invested in rhinos, but they are being killed in ever greater numbers.",1
item_p0001,p0001,30,The northern white rhino is the rarest species of African rhino.,ignore,[''],30,0.7560975609756098,2,41,The northern white rhino is the rarest kind of African rhino.,1
item_p0001,p0001,31,There are far greater numbers of southern white rhinos and black rhinos.,ignore,[''],31,0.7804878048780488,2,41,Southern white rhinos and black rhinos have grown in numbers.,1
item_p0001,p0001,32,But the demand in some countries for rhino horn as a traditional medicine believed to cure everything from u to cancer is fuelling a boom in poaching.,ignore,[''],32,0.8048780487804879,2,41,"The horns are a traditional medicine believed to cure everything from u to cancer. In some countries, though, rhino horns are being used more and more as medicine.",2
item_p0001,p0001,33,"From 2007, when just 13 rhinos were killed by poachers in South Africa, the killings have grown horri cally.",ignore,[''],33,0.8292682926829268,2,41,Just 13 rhinos were killed in South Africa in 2007. The killings have grown so quickly since then.,2
item_p0001,p0001,34,"In 2014, 1,215 rhinos were slaughtered for their horns in South Africa.",ignore,[''],34,0.8536585365853658,2,41,"In 2014, 1,215 rhinos were killed for their horns in South Africa.",1
item_p0001,p0001,35,2015 already looks certain to beat that dreadful record.,ignore,[''],35,0.8780487804878049,2,41,2015 is looking certain to beat that record.,1
item_p0001,p0001,36,"The vulnerable northern white rhino has been hunted virtually to extinction Ð in spite of every precaution, in spite of the guards and their guns Ð and other varieties of African rhino are under a sustained attack from poachers that is totally out of control.",ignore,[''],36,0.902439024390244,2,41,"The northern white rhino has been hunted almost to extinction. This is in spite of the guards and their guns, which are on the run.",2
item_p0001,p0001,37,The Javan rhinoceros is also on the verge of extinction.,ignore,[''],37,0.926829268292683,2,41,The Javan rhinoceros is close to extinction.,1
item_p0001,p0001,38,"India has successfully protected the Indian rhinoceros after it was almost wiped out by British hunters in colonial times but here, too, poaching is a menace.",ignore,[''],38,0.951219512195122,2,41,"The Indian rhinoceros was almost wiped out by British hunters in colonial times. Today, people are still trying to save the rhino.",2
item_p0001,p0001,39,What a majestic creature and what futile human destructiveness.,ignore,[''],39,0.975609756097561,2,41,What a majestic creature. What no one can do.,2
item_p0001,p0001,40,Have we learned nothing since the Ice Age?,ignore,[''],40,1.0,2,41,Have we learned nothing since the Ice Age?,0
item_p0002,p0002,0,"At Addis Ababa airport, visitors are greeted by pictures of golden grains, minute ochre-red seeds and a group of men gathered around a giant pancake.",ignore,[''],0,0.0238095238095238,2,42,"At the airport, visitors are greeted by pictures of golden grains and minute ochre-red seeds. Nearby, a group of men gathered around a giant pancake.",2
item_p0002,p0002,1,"Billboards boast: “Teff: the ultimate gluten-free crop!” Ethiopia is one of the world’s poorest countries, well known for its precarious food security situation.",ignore,[''],1,0.0476190476190476,2,42,Ethiopia is one of the world's poorest countries.,1
item_p0002,p0002,2,"But it is also the native home of teff, a highly nutritious ancient grain increasingly finding its way into health-food shops and supermarkets in Europe and America.",ignore,[''],2,0.0714285714285714,2,42,But it is also the native home of the ancient grain called teff. It is found in health-food shops and supermarkets in Europe and America.,2
item_p0002,p0002,3,"Teff’s tiny seeds – the size of poppy seeds – are high in calcium, iron and protein, and boast an impressive set of amino acids.",ignore,[''],3,0.0952380952380952,2,42,"The tiny seeds are the size of poppy seeds. They are high in calcium, iron and protein.",2
item_p0002,p0002,4,"Naturally gluten free, the grain can substitute for wheat flour in anything from bread and pasta to waffles and pizza bases.",ignore,[''],4,0.119047619047619,2,42,The grain is Naturally gluten free. It can substitute for wheat flour in anything from bread and pasta to w Sox and pizza bases.,2
item_p0002,p0002,5,"Like quinoa, the Andean grain, teff’s superb nutritional profile offers the promise of new and lucrative markets in the west.",ignore,[''],5,0.1428571428571428,2,42,"Like quinoa, the Andean grain offers the promise of new markets in the west.",1
item_p0002,p0002,6,"In Ethiopia, teff is a national obsession.",ignore,[''],6,0.1666666666666666,2,42,"In Ethiopia, people are obsessed with teff.",1
item_p0002,p0002,7,"Grown by an estimated 6.3 million farmers, fields of the crop cover more than 20% of all land under cultivation.",ignore,[''],7,0.1904761904761904,2,42,The huge network of fields is home to about 6.3 million farmers. The fields cover more than one-fifth of all land.,2
item_p0002,p0002,8,"Ground into flour and used to make injera, the spongy fermented flatbread that is basic to Ethiopian cuisine, the grain is central to many religious and cultural ceremonies.",ignore,[''],8,0.2142857142857142,2,42,"It is ground into flour and used to make injera, the flatbread that is important to Ethiopian cooking. The grain is used in many religious and cultural ceremonies.",2
item_p0002,p0002,9,"Across the country, and in neighbouring Eritrea, diners gather around large pieces of injera, which doubles as cutlery, scooping up stews and feeding one another as a sign of loyalty or friendship – a tradition known as gursha.",ignore,[''],9,0.238095238095238,2,42,"Across the country, diners gather around large pieces of soup. They scoop up up the stews and feed one another as a sign of loyalty or friendship.",2
item_p0002,p0002,10,"Outside diaspora communities in the west, teff has flown under the radar for decades.",ignore,[''],10,0.2619047619047619,2,42,"Outside of communities in the west, people have not been paying much attention to teff for years.",1
item_p0002,p0002,11,"But a growing appetite for traditional crops and booming health-food and gluten-free markets are breathing new life into the grain, increasingly touted as Ethiopia’s “second gift to the world”, after coffee.",ignore,[''],11,0.2857142857142857,2,42,Yet people are getting used to the grain. Farmers are trying to grow traditional crops. They are also trying selling health-food.,2
item_p0002,p0002,12,"Sophie Kebede, a London-based entrepreneur who owns a UK company specializing in the grain, says she was “flabbergasted” when she discovered its nutritional value.",ignore,[''],12,0.3095238095238095,2,42,Sophie Kebede owns a company in London that specializes in the grain. She says she was interested in how real it was.,2
item_p0002,p0002,13,“I didn’t know it was so sought after.,ignore,[''],13,0.3333333333333333,2,42,"I didn't know it was so sought after,"" she said.",1
item_p0002,p0002,14,I am of Ethiopian origin; I’ve been eating injera all my life.” Growing demand for so-called ancient grains has not always been a straightforward win for poor communities.,ignore,[''],14,0.3571428571428571,2,42,"I am of Ethiopian origin. I've been eating injera all my life. Still, growing demand for ancient grains has not always been a win for poor communities.",2
item_p0002,p0002,15,"In Bolivia and Peru, reports of rising incomes owing to the now-global quinoa trade have come alongside those of malnutrition and conflicts over land, as farmers sell their entire crop to meet western demand.",ignore,[''],15,0.3809523809523809,2,42,"In Bolivia and Peru, people have seen rising incomes caused by the now-global quinoa trade. They have also seen conflicts over land. Farmers sell their entire crop to meet western demand.",2
item_p0002,p0002,16,Ethiopia’s growing middle class is also pushing up demand for teff and rising domestic prices have put the grain out of reach of the poorest.,ignore,[''],16,0.4047619047619047,2,42,Ethiopia's growing middle class is also pushing up demand for food. India's rising prices have put the grain out of reach of the poorest.,2
item_p0002,p0002,17,"Today, most small farmers sell the bulk of what they grow to consumers in the city.",ignore,[''],17,0.4285714285714285,2,42,"Today, most small farmers sell most of what they grow to people in the city.",1
item_p0002,p0002,18,"This may have helped boost incomes in some rural areas but it has had nutritional consequences, says the government, as teff is the most nutritionally valuable grain in the country.",ignore,[''],18,0.4523809523809524,2,42,"This may have helped boost incomes in some rural areas. But it has had effects on what people eat, according to the government. Teff is the most nutritionally valuable grain in the country.",2
item_p0002,p0002,19,"Estimates suggest that, while those in urban areas eat up to 61kg of teff a year, in rural areas, the figure is 20kg.",ignore,[''],19,0.4761904761904761,2,42,"It seems that people in cities eat up to 61kg of vegetables a year. In rural areas, the figure is 20 weight.",2
item_p0002,p0002,20,"The type consumed differs, too: the wealthy almost exclusively eat the more expensive magna and white teff varieties; less well-off consumers tend to eat less-valuable red and mixed teff, and more than half combine it with cheaper cereals such as sorghum and maize.",ignore,[''],20,0.5,2,42,"The type of corn that is eaten is different, too. The rich almost exclusively eat the more expensive magna and white teff varieties. Those less well-off people tend to eat red and mixed teff. More than half combine it with cheaper cereals.",2
item_p0002,p0002,21,The Ethiopian government wants to double teff production by 2015.,ignore,[''],21,0.5238095238095238,2,42,The Ethiopian government wants to sell twice as many teffs by 2015.,1
item_p0002,p0002,22,"Its strategy, published in 2013, argues that the grain could play an important role in school meals and emergency aid programmes, and help reduce malnutrition – particularly among children and adolescents.",ignore,[''],22,0.5476190476190477,2,42,,3
item_p0002,p0002,23,"Though Ethiopia has a fast-growing economy, it remains on the UN’s list of least-developed countries.",ignore,[''],23,0.5714285714285714,2,42,Ethiopia is on the United Nations' list of least-developed countries.,1
item_p0002,p0002,24,An estimated 20% of under-fives are malnourished or suffer stunted growth.,ignore,[''],24,0.5952380952380952,2,42,One-fifth of under-fives are malnourished or have stunted growth.,1
item_p0002,p0002,25,"The government’s Agricultural Transformation Agency aims to boost yields by developing improved varieties of the grain, along with new planting techniques and tools to reduce post-harvest losses.",ignore,[''],25,0.6190476190476191,2,42,"To help increase the amount of crops that need to be harvested, farmers are developing better varieties of the grain.",1
item_p0002,p0002,26,"Government restrictions, instituted in 2006, forbid the export of raw teff grain, only allowing shipments of injera and other processed products.",ignore,[''],26,0.6428571428571429,2,42,,3
item_p0002,p0002,27,"But this could change: the goal is to produce enough teff for domestic consumption and a strong export market, according to the government’s strategy.",ignore,[''],27,0.6666666666666666,2,42,But this could change. The goal is to produce enough poultry for people to eat and sell it.,2
item_p0002,p0002,28,Mama Fresh is a family firm that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.,ignore,[''],28,0.6904761904761905,2,42,Ali is a family company that has been selling elementaryera to top restaurants and hotels in the Ethiopian capital for years.,1
item_p0002,p0002,29,"It also ships the flatbread to Finland, Germany, Sweden and the US, primarily for consumption by diaspora communities.",ignore,[''],29,0.7142857142857143,2,42,,3
item_p0002,p0002,30,"But, the company has its eye on the gluten-free market.",ignore,[''],30,0.7380952380952381,2,42,"But, the company has its eye on the Internet.",1
item_p0002,p0002,31,"It aims to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.",ignore,[''],31,0.7619047619047619,2,42,"It plans to double the amount of food shipped to America in 2014 and will soon start making pizza, bread and cookies.",1
item_p0002,p0002,32,"“Typically, these products are going to go through many hands before they reach the shelves of Sainsbury’s or wherever.",ignore,[''],32,0.7857142857142857,2,42,,3
item_p0002,p0002,33,"There are profit margins at every step and small farmers are not necessarily well placed to bargain with the bigger traders,” says David Hallam, trade and markets director at the UN’s Food and Agriculture Organization.",ignore,[''],33,0.8095238095238095,2,42,Small farmers may not be ready to bargain with the bigger traders.,1
item_p0002,p0002,34,He sees quinoa’s popularity as a cautionary tale of how export opportunities can be a mixed blessing for poor countries.,ignore,[''],34,0.8333333333333334,2,42,,3
item_p0002,p0002,35,"Regassa Feyissa, an Ethiopian agricultural scientist and former head of the National Institute for Biodiversity, warns that, without careful planning, increased teff production for export may displace other important crops for farmers.",ignore,[''],35,0.8571428571428571,2,42,"Regassa Feyissa is a scientist from Ethiopia. She warned that more teff will be produced to export, or sell, other crops.",2
item_p0002,p0002,36,"And, efforts to boost production could benefit business interests at the expense of small farmers.",ignore,[''],36,0.8809523809523809,2,42,,3
item_p0002,p0002,37,"With little Ethiopian teff on the international market, farmers in the US have started planting the crop.",ignore,[''],37,0.9047619047619048,2,42,"As a result, farmers in the United States have started planting the crop.",1
item_p0002,p0002,38,"Farmers in Europe, Israel and Australia have also experimented with it.",ignore,[''],38,0.9285714285714286,2,42,"Farmers in Europe, Israel and Australia have also tried it.",1
item_p0002,p0002,39,"Kebede says she gets her grain from farms in southern Europe, though she would prefer to source it from Ethiopia.",ignore,[''],39,0.9523809523809524,2,42,"Kebede says she gets her grain from farms in southern Europe. She would prefer to source it from Ethiopia, though.",2
item_p0002,p0002,40,"“Teff is second nature to an Ethiopian, so who better to supply it?",ignore,[''],40,0.9761904761904762,2,42,"izationTeff is second nature to an Ethiopian, so who better to supply it?",0
item_p0002,p0002,41,"We have this sought-after grain being grown in the country, so why can’t an Ethiopian farmer benefit from this?”",ignore,[''],41,1.0,2,42,"We have this sought-after grain being grown in the country, so why can Burns an Ethiopian farmer benefit from this?",0
item_p0003,p0003,0,"From glow-in-the-dark trees to underground bike sheds and solar-powered bins, we look at some of the more left eld solutions to help make our cities more livable.",ignore,[''],0,0.032258064516129,2,31,There are some solutions to make our cities more livable.,1
item_p0003,p0003,1,City living has many upsides but a sustainable lifestyle is increasingly not among them.,ignore,[''],1,0.064516129032258,2,31,"City life has many challenges, but it is increasingly not one of them.",1
item_p0003,p0003,2,"Pollution, traf c and loss of green spaces are just some of the daily trials that city-dwellers have to deal with.",ignore,[''],2,0.0967741935483871,2,31,These are just some of the daily challenges that city-dwellers have to deal with.,1
item_p0003,p0003,3,Step forward the inventors.,ignore,[''],3,0.1290322580645161,2,31,Step forward the inventors — pay attention to what they're doing.,1
item_p0003,p0003,4,We consider ten of the wackier solutions to making our cities more livable.,ignore,[''],4,0.1612903225806451,2,31,Our cities are trying many things to make them livable.,1
item_p0003,p0003,5,Pop-up parks TodayÕs cities sometimes look like theyÕre built more for cars than people.,ignore,[''],5,0.1935483870967742,2,31,Pop-up parks Today erupts cities sometimes look like they are built more for cars than people.,0
item_p0003,p0003,6,The pop-up park is a simple idea.,ignore,[''],6,0.2258064516129032,2,31,The idea behind the new park is simple.,1
item_p0003,p0003,7,"Take an empty car park, a pocketful of change and a pot plant or two, and make yourself your own private park.",ignore,[''],7,0.2580645161290322,2,31,"Take an empty car park, a pocketful of change and a pot plant or two.",1
item_p0003,p0003,8,The PARK(ing) project kicked off as an arts experiment in San Francisco and has since spread across the world.,ignore,[''],8,0.2903225806451613,2,31,"The PARK(ing) project began as an experiment in San Francisco, California. It has since spread across the world.",2
item_p0003,p0003,9,"Temporary urban farms and ecology demos are just some of the ideas to have emerged out of the movement, which celebrates a day of action every September.",ignore,[''],9,0.3225806451612903,2,31,The ideas that have come out of the movement have begun to spread. It celebrates a day of action every September.,2
item_p0003,p0003,10,Subterranean storage Not all urban dwellers are hooked to the car.,ignore,[''],10,0.3548387096774194,2,31,Not all people who live in the city are hooked to the car.,1
item_p0003,p0003,11,Bikes are ever more in vogue.,ignore,[''],11,0.3870967741935484,2,31,,3
item_p0003,p0003,12,The question is: where to keep it safe?,ignore,[''],12,0.4193548387096774,2,31,The question is: where to keep it safe?,0
item_p0003,p0003,13,"Tokyo-based engineering rm Giken has come up with a concept for a solution: an Òeco- cycle, anti-seismic underground bicycle parkÓ.",ignore,[''],13,0.4516129032258064,2,31,"Tokyo-based engineeringicist Giken has come up with a solution: an Icelandeco- cycle, anti-seismic underground bicycle park designs.",1
item_p0003,p0003,14,"At just seven metres wide, the cylindrical storage facility buries deep enough into the ground to house 204 bikes.",ignore,[''],14,0.4838709677419355,2,31,The platform is just 7 yards wide.,1
item_p0003,p0003,15,"Owners can retrieve their bike at the touch of a button, with the automated system delivering it back above ground in around 13 seconds.",ignore,[''],15,0.5161290322580645,2,31,Owners can grab their bike at the touch of a button. The automated system will get it back above ground in around 13 seconds.,2
item_p0003,p0003,16,"Glow-in-the-dark trees When most people think of trees that glow in the dark, Christmas baubles and fallen pine needles usually come to mind.",ignore,[''],16,0.5483870967741935,2,31,"When people think of trees that glow in the dark, they think of old-fashioned trees or pine needles.",1
item_p0003,p0003,17,Not Daan Roosegaarde.,ignore,[''],17,0.5806451612903226,2,31,Not Daan Roosegaarde.,0
